borough,neighborhood,address,residential_unit,commercial_unit,total_unit,land_sq_ft,gross_sq_ft,year_built,price,sale_date
4,Rosedale,149-65 257TH STREET,2,0,2,2500,1880,1960,488250,3/30/2017 0:00
5,Eltingville,4 STRAWBERRY LANE,1,0,1,2040,1890,1975,488500,8/11/2017 0:00
3,Bedford Stuyvesant,581 JEFFERSON AVENUE,2,0,2,2000,3800,1899,488500,4/21/2017 0:00
5,Arden Heights,34 GREEN VALLEY ROAD,2,0,2,2070,1812,1983,488724,3/16/2017 0:00
4,Ridgewood,314 ONDERDONK AVENUE,4,0,4,2500,3000,1930,488892,4/27/2017 0:00
5,Richmondtown,245 WOLVERINE STREET,1,0,1,4875,2268,1965,489000,9/30/2016 0:00
5,Eltingville,4064 RICHMOND AVENUE,1,0,1,4059,1128,1970,489000,6/15/2017 0:00
4,Laurelton,131-32 230 STREET,1,0,1,4000,1120,1935,489000,4/11/2017 0:00
4,Laurelton,138-12 229TH   STREET,1,0,1,4000,1782,1940,489000,3/3/2017 0:00
5,Tottenville,10 JOSEPH COURT,1,0,1,3458,1344,1995,489000,12/19/2016 0:00
4,Hollis,89-08 209TH   STREET,2,0,2,3000,1237,1945,489000,8/11/2017 0:00
5,Woodrow,601 BLOOMINGDALE ROAD,1,0,1,2704,1600,2001,489000,3/27/2017 0:00
2,Westchester,2429 MACLAY AVENUE,2,0,2,2527,2720,1910,489000,3/6/2017 0:00
4,Ozone Park,107-36 101ST STREET,1,0,1,2500,1280,1930,489000,9/6/2016 0:00
5,Eltingville,85 WOEHRLE AVENUE,1,0,1,2400,1472,1975,489000,10/27/2016 0:00
4,Woodhaven,78-21 91ST AVENUE,1,0,1,2378,1328,1925,489000,9/22/2016 0:00
5,South Beach,70 REID AVENUE,1,0,1,2342,1184,1965,489000,7/14/2017 0:00
4,Woodhaven,88-20 76TH   STREET,1,0,1,2319,1742,1910,489000,8/24/2017 0:00
5,Midland Beach,389 STOBE AVENUE,1,0,1,2300,1600,1975,489000,6/8/2017 0:00
5,New Springville,395 TRAVIS AVENUE,1,0,1,2280,1376,1975,489000,12/29/2016 0:00
2,Woodlawn,4278 VIREO AVENUE,2,0,2,2156,2488,1910,489000,6/20/2017 0:00
4,Richmond Hill,101-56 125TH   STREET,1,0,1,2002,1344,1910,489000,3/29/2017 0:00
5,South Beach,23B DOTY AVENUE,1,0,1,1960,1990,2004,489000,2/15/2017 0:00
5,South Beach,23A DOTY AVENUE,1,0,1,1960,1990,2004,489000,1/24/2017 0:00
4,Jamaica,115-37 155TH   STREET,1,0,1,1900,1470,1925,489000,6/22/2017 0:00
2,Westchester,2251 POWELL AVENUE,2,0,2,2575,3330,1915,489250,11/15/2016 0:00
3,Flatbush-East,1294 SCHENECTADY AVENUE,1,0,1,2400,1312,1920,489250,2/7/2017 0:00
4,Jamaica,170-20 118TH   AVENUE,1,0,1,2600,1488,1930,489583,2/9/2017 0:00
3,Flatbush-Central,577 EAST 28TH   STREET,2,0,2,1800,1836,1910,489672,5/24/2017 0:00
2,Morris Park,1656 HONE AVENUE,1,0,1,2500,1404,1920,489850,8/15/2017 0:00
2,Baychester,3154 GRACE AVENUE,2,0,2,1900,1665,2004,489853,7/28/2017 0:00
1,East Village,4 EAST 2ND STREET,2,1,3,1280,5920,1899,6800000,1/23/2017 0:00
5,Bulls Head,80 LANDER AVENUE,1,0,1,8175,1138,1950,490000,3/15/2017 0:00
5,Westerleigh,20 SEWARD PLACE,1,0,1,7990,1196,1950,490000,1/9/2017 0:00
2,Throgs Neck,2831 RANDALL AVENUE,2,0,2,6890,1800,1935,490000,3/6/2017 0:00
5,Pleasant Plains,92 BEDELL STREET,1,0,1,6384,1586,1920,490000,10/28/2016 0:00
5,Rosebank,55 LEGION PLACE,1,0,1,6050,1344,1997,490000,11/14/2016 0:00
4,Springfield Gardens,134-19 157TH   STREET,1,0,1,6000,954,1950,490000,6/9/2017 0:00
5,Castleton Corners,482 MANOR ROAD,0,3,3,5600,2664,1949,490000,6/16/2017 0:00
5,Annadale,8 EAST TENAFLY AVENUE,1,0,1,5510,1302,1975,490000,3/6/2017 0:00
5,Mariners Harbor,249 GRANITE AVENUE,1,0,1,5460,2124,1960,490000,6/23/2017 0:00
5,Westerleigh,35 HAWTHORNE AVENUE,1,0,1,5160,988,1960,490000,12/30/2016 0:00
4,Laurelton,137-44 224 STREET,2,0,2,5160,3124,1930,490000,8/16/2017 0:00
2,City Island,447 KING AVENUE,1,0,1,5000,1013,1930,490000,2/6/2017 0:00
4,Springfield Gardens,120-34 197TH   STREET,2,0,2,5000,1099,1950,490000,6/7/2017 0:00
4,Ridgewood,58-22 79TH AVENUE,2,0,2,5000,1520,1901,490000,10/5/2016 0:00
5,Great Kills,126 WINCHESTER AVENUE,1,0,1,5000,1600,1944,490000,8/11/2017 0:00
5,Sunnyside,3 WALTERS AVENUE,1,0,1,4774,975,1945,490000,9/28/2016 0:00
5,Port Richmond,63 RIVERSIDE LANE,2,0,2,4721,2059,2015,490000,12/13/2016 0:00
5,Rosebank,24 LEGION PLACE,1,0,1,4400,1008,1950,490000,11/22/2016 0:00
4,Briarwood,144-09 85TH AVENUE,1,0,1,4369,1041,1935,490000,4/20/2017 0:00
5,Willowbrook,254 BYRNE AVENUE,1,0,1,4242,1040,1955,490000,10/21/2016 0:00
5,Eltingville,154 STROUD AVENUE,2,0,2,4242,1720,1965,490000,9/30/2016 0:00
5,Annadale,578 ARDEN AVENUE,1,0,1,4200,1290,1935,490000,9/26/2016 0:00
4,Queens Village,218-22 110TH   AVENUE,1,0,1,4030,1345,1920,490000,6/15/2017 0:00
5,Manor Heights,498 GOWER STREET,1,0,1,4020,1512,1955,490000,12/9/2016 0:00
4,Bellerose,81-46 243RD STREET,1,0,1,4000,832,1955,490000,9/9/2016 0:00
5,Westerleigh,371 LIVERMORE AVENUE,1,0,1,4000,866,1955,490000,7/20/2017 0:00
5,Eltingville,1150 ARTHUR KILL ROAD,1,0,1,4000,884,1975,490000,6/30/2017 0:00
4,Bellerose,83-46 248TH   STREET,1,0,1,4000,1020,1950,490000,1/12/2017 0:00
5,Eltingville,30 LISS STREET,1,0,1,4000,1056,1960,490000,2/10/2017 0:00
4,Floral Park,79-11 267 STREET,1,0,1,4000,1170,1950,490000,3/21/2017 0:00
4,Cambria Heights,120-48 219TH   STREET,1,0,1,4000,1297,1945,490000,12/21/2016 0:00
4,Cambria Heights,120-47 223RD STREET,1,0,1,4000,1391,1945,490000,1/27/2017 0:00
4,Laurelton,137-20 227TH   STREET,1,0,1,4000,1620,1945,490000,11/17/2016 0:00
4,Laurelton,130-18 217TH   STREET,1,0,1,4000,1850,1945,490000,2/15/2017 0:00
5,Westerleigh,147 WOODBINE AVENUE,2,0,2,4000,2076,1970,490000,1/4/2017 0:00
4,Arverne,544 BEACH 72 ST,1,0,1,4000,2367,1920,490000,7/28/2017 0:00
5,Clove Lakes,232 ELIZABETH STREET,1,0,1,3960,1368,1965,490000,1/23/2017 0:00
4,Jamaica,126-20 146 STREET,1,0,1,3800,1318,1950,490000,8/15/2017 0:00
5,Clove Lakes,14 CLOVE LAKE PLACE,2,0,2,3773,1212,1915,490000,9/28/2016 0:00
4,Laurelton,130-21 230TH STREET,1,0,1,3700,888,1945,490000,9/15/2016 0:00
2,Country Club,3275 RADIO DRIVE,2,0,2,3450,1562,1925,490000,5/31/2017 0:00
5,Great Kills,262 LAMOKA AVENUE,2,0,2,3366,1320,1970,490000,11/30/2016 0:00
5,Great Kills,497 RIDGEWOOD AVENUE,1,0,1,3350,1408,2002,490000,1/4/2017 0:00
5,Dongan Hills,300F ALTER AVENUE,1,0,1,3280,1120,1988,490000,10/5/2016 0:00
4,Queens Village,93-39 214TH PLACE,1,0,1,3180,1188,1920,490000,12/5/2016 0:00
2,Highbridge,1008 OGDEN AVENUE,0,0,0,3156,0,0,490000,4/21/2017 0:00
4,Jamaica,17023 118TH AVENUE,1,0,1,3133,1608,1930,490000,5/25/2017 0:00
4,Bellerose,88-32 249TH   STREET,1,0,1,3086,1456,1925,490000,3/16/2017 0:00
4,Howard Beach,159-15 96 STREET,1,0,1,3000,1060,1925,490000,9/30/2016 0:00
4,Queens Village,224-18 EDMORE AVENUE,1,0,1,3000,1188,1925,490000,12/1/2016 0:00
4,St. Albans,115-17 201ST STREET,1,0,1,3000,1273,1930,490000,7/6/2017 0:00
4,South Ozone Park,121-16 109TH AVENUE,2,0,2,3000,1356,1930,490000,11/22/2016 0:00
4,Bellerose,89-09 237TH STREET,2,0,2,3000,1606,1925,490000,9/21/2016 0:00
4,Belle Harbor,524 BEACH 137 STREET,1,0,1,2958,556,1940,490000,6/29/2017 0:00
2,Crotona Park,1825 WEST FARMS ROAD,0,1,1,2955,1278,1931,490000,7/5/2017 0:00
3,East New York,824 CRESCENT STREET,2,0,2,2917,2000,1965,490000,8/4/2017 0:00
5,Westerleigh,818 JEWETT AVENUE,1,0,1,2860,840,1955,490000,1/13/2017 0:00
4,Richmond Hill,101-33 115TH STREET,1,0,1,2785,1375,1920,490000,9/28/2016 0:00
4,South Jamaica,10935 142ND STREET,1,0,1,2750,1326,1930,490000,5/23/2017 0:00
2,Williamsbridge,1019A EAST 224 STREET,2,0,2,2735,2125,1950,490000,11/30/2016 0:00
4,Rosedale,235-39 148TH   AVENUE,1,0,1,2725,2043,1965,490000,12/23/2016 0:00
5,New Dorp-Heights,127 CRANFORD AVENUE,1,0,1,2700,1400,1965,490000,9/23/2016 0:00
5,Woodrow,599 BLOOMINGDALE ROAD,1,0,1,2645,1600,2001,490000,6/30/2017 0:00
5,Travis,226 WILD AVENUE,1,0,1,2626,1360,2004,490000,11/17/2016 0:00
4,Hollis,93-24 209TH   STREET,1,0,1,2600,1120,1925,490000,5/19/2017 0:00
4,Rosedale,254-28 CRAFT AVENUE,2,0,2,2600,1880,1960,490000,3/21/2017 0:00
4,Ozone Park,91-33 GOLD ROAD,2,0,2,2567,1184,1930,490000,2/27/2017 0:00
4,South Jamaica,110-38 168TH   STREET,1,0,1,2500,979,1935,490000,9/20/2016 0:00
4,Queens Village,93-32 214TH STREET,1,0,1,2500,1088,1920,490000,2/3/2017 0:00
3,Cypress Hills,36 MARGINAL ST WEST,1,0,1,2500,1180,1910,490000,3/15/2017 0:00
4,Jamaica,117-23 169TH   STREET,1,0,1,2500,1240,1930,490000,9/21/2016 0:00
4,South Ozone Park,117-66 123 STREET,2,0,2,2500,1408,1920,490000,6/23/2017 0:00
2,Throgs Neck,278 LOGAN AVENUE,2,0,2,2500,1600,1925,490000,7/14/2017 0:00
3,Canarsie,958 EAST 104TH STREET,2,0,2,2500,1600,1930,490000,12/7/2016 0:00
5,Princes Bay,28 SEGUINE LOOP,2,0,2,2500,1768,1999,490000,11/1/2016 0:00
5,Concord,209 ODER AVENUE,1,0,1,2500,1850,2004,490000,5/18/2017 0:00
3,Cypress Hills,34 MARGINAL ST WEST,2,0,2,2500,1900,1910,490000,3/15/2017 0:00
2,Baychester,3123 FENTON AVENUE,2,0,2,2500,2280,1955,490000,4/27/2017 0:00
2,Soundview,1812 LACOMBE AVENUE,2,0,2,2500,3400,1940,490000,9/16/2016 0:00
3,Bushwick,67 CENTRAL AVENUE,4,1,5,2500,4125,1931,490000,7/20/2017 0:00
4,St. Albans,204-13 MURDOCK AVENUE,1,0,1,2468,1482,1935,490000,1/19/2017 0:00
4,Far Rockaway,17-16 NEW HAVEN AVENUE,2,0,2,2425,1920,1998,490000,3/6/2017 0:00
5,Tottenville,321 SWINNERTON STREET,1,0,1,2400,1492,1995,490000,12/14/2016 0:00
4,Bellerose,93-12 242ND   STREET,1,0,1,2400,1554,1920,490000,2/15/2017 0:00
2,Morris Park,1713 WALLACE AVENUE,2,0,2,2375,2268,1925,490000,6/28/2017 0:00
2,Mott Haven,590 ST MARYS STREET,2,0,2,2368,2340,2000,490000,1/13/2017 0:00
3,Old Mill Basin,1776 EAST 51ST STREET,1,0,1,2300,1248,1925,490000,11/21/2016 0:00
3,Seagate,3705 LYME AVENUE,2,0,2,2300,1728,1960,490000,7/17/2017 0:00
3,Marine Park,2138 EAST 38TH STREET,1,0,1,2250,1146,1920,490000,3/27/2017 0:00
5,Travis,37 BERESFORD AVENUE,1,0,1,2240,1350,2003,490000,11/23/2016 0:00
4,Jamaica,128-12 142ND   STREET,2,0,2,2226,1120,1925,490000,12/9/2016 0:00
4,South Ozone Park,130-50 LEFFERTS BOULEVARD,2,0,2,2209,1608,1920,490000,10/7/2016 0:00
3,Flatlands,814 EAST 57TH STREET,1,0,1,2200,1116,1954,490000,2/2/2017 0:00
3,Flatlands,1361 EAST 51ST STREET,2,0,2,2200,1701,1945,490000,12/13/2016 0:00
2,Pelham Parkway North,1226 MACE AVENUE,2,0,2,2200,2200,1945,490000,3/7/2017 0:00
2,Bedford Park,208 EAST MOSHOLU PARKWAY,1,0,1,2190,2715,1910,490000,1/26/2017 0:00
2,University Heights,1962 CEDAR AVE,2,0,2,2160,2680,2002,490000,10/12/2016 0:00
2,Crotona Park,720 EAST 175 STREET,2,0,2,2112,2028,1901,490000,9/7/2016 0:00
5,Arrochar-Shore Acres,40 COURTNEY LOOP,2,0,2,2090,1728,1997,490000,1/27/2017 0:00
5,Sunnyside,139 ONTARIO AVENUE,1,0,1,2083,2026,1985,490000,4/18/2017 0:00
2,Williamsbridge,941 EAST 214TH STREET,3,0,3,2058,1836,1925,490000,4/13/2017 0:00
2,Castle Hill,2147 BLACKROCK AVENUE,2,0,2,2034,2132,1901,490000,4/4/2017 0:00
4,South Ozone Park,149-49 115TH STREET,1,0,1,2000,840,1901,490000,12/14/2016 0:00
4,Maspeth,62-22 59TH DRIVE,2,0,2,2000,1040,1925,490000,10/11/2016 0:00
4,South Ozone Park,117-45 123RD STREET,1,0,1,2000,1248,1920,490000,8/23/2017 0:00
4,South Ozone Park,111-19 120TH STREET,2,0,2,2000,1261,1920,490000,7/17/2017 0:00
4,Woodhaven,89-30 86TH STREET,1,0,1,2000,1280,1915,490000,1/20/2017 0:00
4,Woodhaven,92-23 93RD AVENUE,1,0,1,2000,1344,1920,490000,2/17/2017 0:00
3,Flatbush-Central,316 EAST 26TH   STREET,2,0,2,2000,1488,1905,490000,8/16/2017 0:00
3,Old Mill Basin,6423 AVENUE N,1,0,1,2000,1526,1940,490000,11/17/2016 0:00
4,Ozone Park,107-33 88 STREET,1,0,1,2000,1552,1935,490000,3/24/2017 0:00
5,Manor Heights,54 LIVINGSTON AVENUE,1,0,1,2000,1554,1990,490000,11/10/2016 0:00
4,South Ozone Park,135-49 116TH STREET,1,0,1,2000,1600,1950,490000,6/7/2017 0:00
4,College Point,125-01 5TH AVENUE,1,0,1,2000,1648,1925,490000,8/17/2017 0:00
3,Flatlands,965 EAST 54TH STREET,2,0,2,2000,2340,1960,490000,8/9/2017 0:00
2,Soundview,1856 WATSON AVENUE,3,0,3,2000,2400,1930,490000,2/8/2017 0:00
2,East Tremont,656 EAST 180 STREET,2,0,2,1949,1760,1995,490000,10/28/2016 0:00
4,Woodhaven,91-28 81ST STREET,1,0,1,1858,1344,1920,490000,5/23/2017 0:00
3,Flatbush-East,352 EAST 55TH   STREET,2,0,2,1833,1404,1925,490000,3/20/2017 0:00
2,Crotona Park,1821 WEST FARMS ROAD,2,0,2,1815,2391,1930,490000,7/5/2017 0:00
3,Marine Park,1758 EAST 38TH STREET,1,0,1,1800,1036,1930,490000,2/2/2017 0:00
3,Marine Park,1916 EAST 36TH STREET,1,0,1,1800,1064,1925,490000,9/28/2016 0:00
4,Middle Village,73-17 COOK AVE,1,0,1,1800,1408,1940,490000,1/5/2017 0:00
5,Dongan Hills,67 PROVIDENCE STREET,1,0,1,1728,1380,1980,490000,1/25/2017 0:00
4,Maspeth,64-72 58TH ROAD,1,0,1,1655,600,1925,490000,1/25/2017 0:00
2,Melrose,1305 CLAY AVENUE,3,0,3,1655,2394,1899,490000,6/23/2017 0:00
3,Coney Island,2816 WEST 15TH STREET,1,0,1,1652,1344,1993,490000,12/30/2016 0:00
4,Maspeth,62-61 60TH AVENUE,1,0,1,1620,1224,1935,490000,1/25/2017 0:00
3,Flatbush-East,450 EAST 43 STREET,1,0,1,1600,1216,1945,490000,6/23/2017 0:00
3,Old Mill Basin,2325 UTICA AVENUE,1,0,1,1600,1320,1940,490000,11/21/2016 0:00
3,East New York,453 JEROME STREET,2,0,2,1595,2000,1901,490000,12/19/2016 0:00
3,Flatbush-Central,2149 BEDFORD AVENUE,1,0,1,1512,1080,1930,490000,2/6/2017 0:00
5,South Beach,16 RAGAZZI LANE,1,0,1,1400,2276,2000,490000,1/23/2017 0:00
3,East New York,2468 LINDEN BOULEVARD,2,1,3,1330,2280,1960,490000,11/15/2016 0:00
2,Morris Park,1989 CRUGER AVE,2,0,2,1232,2910,1920,490000,3/31/2017 0:00
3,Coney Island,3225 MERMAID AVENUE,1,0,1,990,1680,1999,490000,11/23/2016 0:00
2,Crotona Park,1820 BOONE AVENUE,0,1,1,810,500,1931,490000,7/5/2017 0:00
5,Rosebank,31 WHITE PLAINS AVENUE,1,0,1,4216,1650,1920,491000,5/5/2017 0:00
5,Rosebank,31 WHITE PLAINS AVENUE,1,0,1,4216,1650,1920,491000,5/5/2017 0:00
5,Bulls Head,209 ADA DRIVE,2,0,2,3296,1624,1980,491000,1/27/2017 0:00
2,Mott Haven,449 EAST 145 STREET,2,0,2,2000,2000,1991,491000,1/11/2017 0:00
5,Port Richmond,60 NICHOLAS AVENUE,2,0,2,7979,2026,2015,491790,3/3/2017 0:00
5,Port Richmond,65 RIVERSIDE LANE,2,0,2,4217,2059,2015,491790,9/27/2016 0:00
2,Throgs Neck,348 BALCOM AVENUE,2,0,2,2300,2392,2000,491790,8/3/2017 0:00
2,Williamsbridge,715 EAST 219 STREET,3,0,3,2295,3150,2007,491790,7/24/2017 0:00
5,New Dorp-Heights,193 TYSENS LANE,1,0,1,2550,1216,1960,491800,8/1/2017 0:00
4,Cambria Heights,118-10 230TH   STREET,1,0,1,4000,1257,1945,492000,8/31/2017 0:00
5,Travis,53 GLEN STREET,1,0,1,3772,1014,1955,492000,1/17/2017 0:00
4,St. Albans,11123 202 STREET,1,0,1,3000,1780,1920,492000,5/16/2017 0:00
4,Bellerose,237-33 EDMORE AVENUE,1,0,1,2800,1422,1925,492000,4/27/2017 0:00
5,Great Kills,84 KENNINGTON STREET,1,0,1,2725,1638,1998,492000,9/29/2016 0:00
3,Flatlands,1474 EAST 51ST STREET,1,0,1,2600,1764,1930,492000,3/13/2017 0:00
5,New Springville,52 LOTT LANE,1,0,1,2550,2016,1997,492000,9/19/2016 0:00
5,Huguenot,865 SHELDON AVENUE,1,0,1,1860,1480,1983,492000,8/11/2017 0:00
4,Rosedale,221-04 145TH ROAD,2,0,2,4000,1610,1955,492450,7/19/2017 0:00
5,Manor Heights,92 LIVINGSTON AVENUE,1,0,1,6000,1234,1995,492500,2/21/2017 0:00
3,Borough Park,825 45TH STREET,2,0,2,3639,2680,1925,492500,7/24/2017 0:00
4,Flushing-South,61-36 172ND STREET,3,0,3,3000,3225,2015,492500,4/20/2017 0:00
4,Flushing-South,61-38 172ND STREET,3,0,3,3000,3225,2015,492500,4/20/2017 0:00
4,Richmond Hill,107-19 134TH STREET,1,0,1,2500,1394,1920,492500,10/11/2016 0:00
2,Mount Hope,1699 TOPPING AVENUE,3,0,3,4750,1725,1910,493000,5/5/2017 0:00
4,Hollis,89-56 HOLLIS COURT BLVD,1,0,1,3500,1336,1925,493000,5/8/2017 0:00
5,Great Kills-Bay Terrace,2001 NORTH RAILROAD AVE,1,0,1,2625,1248,1965,493000,7/21/2017 0:00
4,Queens Village,221-20 105TH AVENUE,1,0,1,2600,1200,1935,493000,3/2/2017 0:00
5,New Dorp,58 DARTMOUTH LOOP,2,0,2,1820,1300,2005,493000,9/30/2016 0:00
4,Ozone Park,91-18 SUTTER AVENUE,1,0,1,1660,1440,1920,493000,4/24/2017 0:00
3,Sheepshead Bay,12 MARGARET COURT,1,0,1,1250,1170,1920,493000,3/13/2017 0:00
4,South Ozone Park,115-47 126TH STREET,2,0,2,4000,1440,1930,493500,7/19/2017 0:00
2,Throgs Neck,1036 BALCOM AVENUE,1,0,1,2560,1835,1945,493500,7/7/2017 0:00
5,Tottenville,167 FISHER AVENUE,1,0,1,6850,1984,1915,494000,10/27/2016 0:00
4,Springfield Gardens,137-39 171ST   STREET,2,0,2,6000,2056,1950,494000,12/16/2016 0:00
5,Port Richmond,15 BAYONNE COURT,2,0,2,5403,2059,2015,494000,3/20/2017 0:00
4,Hollis,204-14 104TH AVENUE,1,0,1,4000,1833,1920,494000,4/28/2017 0:00
4,Springfield Gardens,194-02 122ND   AVENUE,1,0,1,3885,1116,1930,494000,12/13/2016 0:00
2,Bathgate,2038 WASHINGTON AVENUE,2,0,2,3732,2901,2000,494000,9/29/2016 0:00
4,St. Albans,194-05 114TH DR,1,0,1,3000,936,1930,494000,9/15/2016 0:00
4,South Ozone Park,133-36 118TH STREET,1,0,1,3000,1120,1930,494000,1/27/2017 0:00
4,Queens Village,109-12 215TH STREET,1,0,1,3000,1746,1920,494000,7/11/2017 0:00
4,Hollis,89-25 185TH STREET,1,0,1,2542,1648,1925,494000,3/17/2017 0:00
3,Flatbush-East,5561 WHITTY LANE,1,0,1,1620,1872,1940,494000,12/15/2016 0:00
3,Canarsie,9806 FARRAGUT ROAD,2,0,2,2000,1796,1920,494400,4/25/2017 0:00
4,Hammels,86-15 BEACH CHANNEL DRIVE,2,0,2,2492,2109,1920,494500,4/21/2017 0:00
4,Flushing-South,137-28 70TH ROAD,1,0,1,1931,1732,1940,494571,5/31/2017 0:00
5,Arden Heights,81 HALPIN AVENUE,1,0,1,21625,1306,1945,495000,12/13/2016 0:00
5,Clove Lakes,47 TYLER AVENUE,1,0,1,10000,1359,1960,495000,5/12/2017 0:00
5,Eltingville,685 CARLTON BOULEVARD,2,0,2,6750,1352,1975,495000,6/13/2017 0:00
5,Castleton Corners,124 CROWELL AVENUE,1,0,1,6100,960,1955,495000,3/8/2017 0:00
5,Midland Beach,383 GREELEY AVENUE,1,0,1,6000,1144,1960,495000,4/5/2017 0:00
5,Great Kills,146 DRIGGS STREET,1,0,1,6000,1512,1945,495000,1/26/2017 0:00
2,Mount Hope,1826 ANTHONY AVENUE,1,0,1,5515,1261,1910,495000,3/17/2017 0:00
3,Mill Basin,2242 E 66TH,1,0,1,5033,1908,1960,495000,1/27/2017 0:00
2,Pelham Parkway North,2556 RADCLIFF AVENUE,2,0,2,5000,1760,1940,495000,11/10/2016 0:00
2,Soundview,1875 GLEASON AVE,3,0,3,4958,2180,1930,495000,2/1/2017 0:00
2,Bronxdale,832 ADEE AVENUE,2,0,2,4526,2022,1925,495000,3/15/2017 0:00
5,Annadale,345 CROWN AVENUE,1,0,1,4492,2800,2015,495000,12/1/2016 0:00
5,Clove Lakes,102 EAST RALEIGH AVENUE,1,0,1,4300,1250,1955,495000,1/31/2017 0:00
5,Port Richmond,29 BAYONNE COURT,2,0,2,4263,2059,2015,495000,4/20/2017 0:00
4,Rosedale,259-16 147TH   ROAD,1,0,1,4200,1125,1955,495000,4/17/2017 0:00
5,Great Kills,3744 AMBOY ROAD,1,0,1,4095,1662,1910,495000,7/31/2017 0:00
5,Richmondtown,289 WILDER AVENUE,1,0,1,4040,1092,1955,495000,6/2/2017 0:00
5,New Dorp,343 ROSE AVENUE,1,0,1,4000,720,1950,495000,2/3/2017 0:00
4,Queens Village,219-31 112TH RD,1,0,1,4000,1050,1950,495000,12/9/2016 0:00
5,Great Kills,107 OAKDALE STREET,1,0,1,4000,1340,1930,495000,8/7/2017 0:00
4,Cambria Heights,117-29 222ND,1,0,1,4000,1470,1945,495000,1/18/2017 0:00
4,Laurelton,135-18 227TH   STREET,1,0,1,4000,1506,1935,495000,4/6/2017 0:00
4,Bellerose,83-14 248TH STREET,1,0,1,4000,1542,1950,495000,2/1/2017 0:00
4,St. Albans,188-40 114TH DRIVE,1,0,1,4000,1692,1930,495000,4/20/2017 0:00
4,St. Albans,187-25 ROME DRIVE,1,0,1,4000,1700,1925,495000,9/29/2016 0:00
4,Hollis,199-03 100TH   AVENUE,1,0,1,4000,1728,1935,495000,6/21/2017 0:00
4,Laurelton,138-06 229TH   STREET,1,0,1,4000,2176,1930,495000,4/6/2017 0:00
5,Westerleigh,114 WOOLLEY AVENUE,1,0,1,3780,816,1950,495000,2/17/2017 0:00
5,West New Brighton,423 FOREST AVENUE,1,1,2,3688,2176,1931,495000,5/2/2017 0:00
5,Grant City,211 DONGAN HILLS AVENUE,1,0,1,3600,880,1960,495000,7/13/2017 0:00
3,Flatbush-East,312 LINDEN BOULEVARD,3,0,3,3500,3600,1920,495000,5/2/2017 0:00
4,Cambria Heights,115-55 223RD   STREET,2,0,2,3450,1144,1940,495000,1/27/2017 0:00
4,St. Albans,191-49 112TH   ROAD,2,0,2,3400,1568,1930,495000,11/3/2016 0:00
3,Gravesend,32 LLOYD COURT,2,0,2,3220,1316,1920,495000,9/16/2016 0:00
2,Williamsbridge,3540 BRONXWOOD AVENUE,2,0,2,3200,3025,1965,495000,4/11/2017 0:00
4,Laurelton,138-27 233RD   STREET,1,0,1,3142,1324,1925,495000,11/14/2016 0:00
3,East New York,638 JEROME STREET,1,0,1,3138,1600,1920,495000,3/21/2017 0:00
4,Springfield Gardens,174-04 128TH AVENUE,2,0,2,3124,2304,2000,495000,9/9/2016 0:00
5,Richmondtown,101 TYSENS LANE,1,0,1,3117,1360,1965,495000,2/28/2017 0:00
5,Bulls Head,99 SPARTAN AVENUE,2,0,2,3040,2256,1975,495000,12/29/2016 0:00
4,St. Albans,112-28 200TH STREET,1,0,1,3000,1200,1930,495000,1/30/2017 0:00
4,Queens Village,21516 111 ROAD,1,0,1,3000,1392,1930,495000,4/20/2017 0:00
5,Great Kills,465 DOANE AVENUE,1,0,1,3000,1520,1970,495000,5/31/2017 0:00
5,Bulls Head,499 LISK AVENUE,2,0,2,3000,1754,1980,495000,4/13/2017 0:00
4,St. Albans,118-01 196 STREET,2,0,2,2970,1528,1925,495000,4/14/2017 0:00
4,St. Albans,119-43 177TH PL,1,0,1,2900,1464,1940,495000,12/8/2016 0:00
5,Silver Lake,254 OAKWOOD AVENUE,1,0,1,2875,1560,1899,495000,7/6/2017 0:00
4,Rosedale,145-45 223RD   STREET,1,0,1,2850,952,1920,495000,10/5/2016 0:00
4,Queens Village,90-30 216TH   STREET,1,0,1,2800,1120,1925,495000,6/20/2017 0:00
5,West New Brighton,1145 FOREST AVENUE,0,1,1,2800,2585,1996,495000,7/17/2017 0:00
4,Queens Village,213-15 92ND   AVENUE,1,0,1,2791,1136,1920,495000,10/31/2016 0:00
5,Willowbrook,704 SOUTH GANNON AVENUE,1,0,1,2787,1400,1980,495000,1/9/2017 0:00
5,Richmondtown,66 HITCHCOCK AVENUE,1,0,1,2756,1360,1965,495000,10/21/2016 0:00
5,Arden Heights,120 KENILWORTH AVENUE,1,0,1,2744,1540,1996,495000,6/23/2017 0:00
4,St. Albans,191-40 113TH   ROAD,1,0,1,2700,1360,1920,495000,2/27/2017 0:00
4,Bellerose,237-35 JAMAICA AVE,2,1,3,2622,2960,1928,495000,9/12/2016 0:00
4,Hollis,93-15 209TH   STREET,1,0,1,2600,1120,1930,495000,7/21/2017 0:00
5,Grasmere,656 BRITTON AVENUE,1,0,1,2600,1410,1960,495000,7/17/2017 0:00
3,Flatlands,1040 EAST 54TH STREET,2,0,2,2567,1730,1950,495000,7/28/2017 0:00
4,Ozone Park,86-39 102ND   ROAD,1,0,1,2523,1118,1920,495000,6/23/2017 0:00
4,South Jamaica,110-32 168TH STREET,1,0,1,2500,1090,1935,495000,12/28/2016 0:00
