borough,neighborhood,address,residential_unit,commercial_unit,total_unit,land_sq_ft,gross_sq_ft,year_built,price,sale_date
3,Bensonhurst,1581 82ND   STREET,2,0,2,1800,1683,1950,750000,9/14/2016 0:00
3,Brighton Beach,237 OCEAN VIEW AVENUE,3,0,3,1800,1689,1930,750000,5/8/2017 0:00
4,Flushing-North,53-28 195TH STREET,1,0,1,1800,1781,1940,750000,1/4/2017 0:00
3,Sheepshead Bay,4426 BEDFORD AVENUE,1,0,1,1800,1897,1940,750000,9/23/2016 0:00
3,Bushwick,39 ELDERT STREET,3,0,3,1800,2700,1920,750000,10/14/2016 0:00
3,East New York,909 BELMONT AVENUE,3,0,3,1800,3144,1920,750000,3/31/2017 0:00
3,Bedford Stuyvesant,206 HART STREET,2,0,2,1750,2100,1910,750000,2/27/2017 0:00
3,Midwood,1384 EAST 17TH   STREET,1,0,1,1683,1288,1910,750000,8/2/2017 0:00
3,Bedford Stuyvesant,206 SPENCER ST,2,0,2,1667,1752,1901,750000,11/28/2016 0:00
3,Cypress Hills,27 HEMLOCK STREET,2,0,2,1667,1760,1925,750000,12/7/2016 0:00
3,Bedford Stuyvesant,413 MONROE STREET,1,0,1,1667,2001,1899,750000,9/1/2016 0:00
4,Long Island City,3631 29TH STREET,2,0,2,1665,1324,1920,750000,10/17/2016 0:00
3,Sunset Park,139 18TH STREET,2,0,2,1650,1500,1910,750000,2/24/2017 0:00
4,Woodside,55-18 32ND AVENUE,1,0,1,1620,1116,1940,750000,9/15/2016 0:00
3,Flatbush-East,1669 NOSTRAND AVENUE,2,1,3,1607,3300,1931,750000,10/17/2016 0:00
3,Bushwick,456 CENTRAL AVENUE,2,1,3,1600,3200,1910,750000,2/23/2017 0:00
3,Bath Beach,8861 19TH   AVENUE,2,0,2,1547,1320,1940,750000,7/5/2017 0:00
3,Sheepshead Bay,4626 BEDFORD AVENUE,2,0,2,1520,1540,1940,750000,2/23/2017 0:00
4,Woodside,33-59 60TH   STREET,1,0,1,1440,1584,1940,750000,8/29/2017 0:00
4,Corona,45-05 98 STREET,3,0,3,1352,1594,1920,750000,10/7/2016 0:00
3,Dyker Heights,1212 77TH STREET,1,0,1,1300,975,1920,750000,5/23/2017 0:00
3,Dyker Heights,1252A 77TH   STREET,1,0,1,1300,975,1920,750000,10/12/2016 0:00
3,Flatbush-Central,1358 FLATBUSH AVENUE,2,2,4,1300,3240,1933,750000,11/17/2016 0:00
3,Bedford Stuyvesant,331 QUINCY STREET,2,0,2,1216,1824,1930,750000,5/10/2017 0:00
3,Bedford Stuyvesant,313 FRANKLIN AVENUE,0,0,0,1200,0,0,750000,1/18/2017 0:00
3,Bay Ridge,7109 8 AVENUE,2,1,3,1200,2160,1930,750000,1/3/2017 0:00
4,Ridgewood,64-29 ADMIRAL AVENUE,2,0,2,1167,1560,1925,750000,10/20/2016 0:00
3,East New York,286 HENDRIX STREET,1,0,1,971,0,1919,750000,9/23/2016 0:00
4,Elmhurst,89-39 ELMHURST AVENUE,0,3,3,849,2130,1987,750000,7/3/2017 0:00
3,Gowanus,452 BALTIC STREET,1,0,1,700,1440,1920,750000,9/2/2016 0:00
3,Gowanus,452 BALTIC STREET,1,0,1,700,1440,1920,750000,9/2/2016 0:00
5,West New Brighton,508 DELAFIELD AVENUE,2,0,2,3610,2000,2004,750299,2/22/2017 0:00
4,Jamaica,170-31 118TH AVENUE,1,0,1,2665,1216,1930,750344,12/2/2016 0:00
3,Flatbush-Central,478 EAST 29TH   STREET,3,0,3,2000,3900,2007,750545,9/20/2016 0:00
4,Richmond Hill,86-39 110TH   STREET,2,0,2,4742,2301,1910,751190,5/24/2017 0:00
4,South Ozone Park,130-36 125TH STREET,2,0,2,3000,1892,2006,751500,1/20/2017 0:00
5,Princes Bay,96 VALDEMAR AVENUE,2,0,2,4800,2208,1970,752000,2/8/2017 0:00
4,Woodhaven,85-37 94TH   STREET,2,0,2,3600,1548,1920,752000,10/28/2016 0:00
4,Forest Hills,71-24 NANSEN STREET,1,0,1,2846,1200,1925,752000,10/27/2016 0:00
4,Whitestone,14-15 144TH PLACE,2,0,2,2650,1653,1915,752000,12/19/2016 0:00
4,Douglaston,239-58 66TH   AVENUE,1,0,1,1800,1368,1975,752500,12/9/2016 0:00
3,Brownsville,405 MOTHER GASTON BLVD,2,1,3,1917,3642,1930,752752,12/28/2016 0:00
4,Whitestone,149-22 17TH   ROAD,1,0,1,3000,1456,1930,753000,12/6/2016 0:00
4,South Jamaica,145-39 SOUTH ROAD,2,0,2,2500,1998,1910,753000,6/7/2017 0:00
3,Bay Ridge,616 73RD   STREET,1,0,1,1317,938,1930,753000,11/16/2016 0:00
5,Rossville,37 AARON LANE,2,0,2,5031,2286,2015,753403,11/17/2016 0:00
5,Rossville,35 AARON LANE,2,0,2,5031,2286,2015,753403,12/8/2016 0:00
5,Rossville,33 AARON LANE,2,0,2,5031,2286,2015,753403,4/13/2017 0:00
5,Rossville,29 AARON LANE,2,0,2,4902,2286,2015,753403,5/15/2017 0:00
5,Rossville,25 AARON LANE,2,0,2,4902,2286,2015,753403,5/25/2017 0:00
5,New Springville,88 SLEEPY HOLLOW ROAD,1,0,1,4312,1512,1980,753500,8/1/2017 0:00
5,Grymes Hill,15 WOODSIDE AVENUE,1,0,1,5000,1700,2014,753505,2/24/2017 0:00
5,West New Brighton,837A DELAFIELD AVENUE,2,0,2,3300,2172,2016,753505,5/5/2017 0:00
4,Arverne,323 BEACH 74TH STREET,0,1,1,4000,3600,2009,754000,1/30/2017 0:00
4,Elmhurst,5228 73RD STREET,1,0,1,2542,1620,1925,754000,9/27/2016 0:00
4,Douglaston,239-53 66TH   AVENUE,1,0,1,1827,1368,1975,754000,2/16/2017 0:00
4,Flushing-North,47-50 198TH   STREET,1,0,1,1800,1732,1950,754000,7/6/2017 0:00
5,West New Brighton,78 HART BOULEVARD,1,0,1,7560,3336,1935,755000,12/2/2016 0:00
2,Morris Park,1729 YATES AVENUE,2,0,2,5750,3274,1925,755000,11/21/2016 0:00
5,Grant City,95 LIBERTY AVENUE,1,0,1,5000,1838,1910,755000,2/21/2017 0:00
5,Manor Heights,240 GANSEVOORT BOULEVARD,1,0,1,4800,2184,1955,755000,5/5/2017 0:00
5,Tottenville,104 JOLINE AVENUE,1,0,1,4725,2184,1945,755000,8/10/2017 0:00
5,Rossville,260 ALVERSON AVENUE,2,0,2,4400,2973,1990,755000,11/4/2016 0:00
5,Tottenville,28 FERGUSON COURT,2,0,2,4361,2900,2000,755000,12/6/2016 0:00
4,Bayside,23-62 205TH   STREET,1,0,1,4320,1135,1950,755000,7/7/2017 0:00
5,New Springville,56 FURNESS PLACE,2,0,2,4200,3132,1970,755000,1/5/2017 0:00
4,Whitestone,163-67 19TH AVENUE,1,0,1,4171,1170,1960,755000,12/14/2016 0:00
4,Floral Park,79-48 263RD STREET,1,0,1,4000,990,1950,755000,3/27/2017 0:00
4,Rosedale,225-17 148TH   AVENUE,2,0,2,4000,1410,1930,755000,3/30/2017 0:00
4,St. Albans,118-38 191ST   STREET,1,0,1,4000,2197,1935,755000,6/2/2017 0:00
4,Jamaica,153-24 119TH ROAD,2,0,2,4000,2200,1925,755000,5/19/2017 0:00
4,Jamaica,150-28 121ST   AVENUE,2,0,2,4000,2508,1925,755000,2/17/2017 0:00
4,East Elmhurst,103-02 29TH AVENUE,2,0,2,4000,3432,1925,755000,5/1/2017 0:00
4,Middle Village,76-10 COOPER AVENUE,2,0,2,3919,3006,1930,755000,6/22/2017 0:00
4,South Ozone Park,13341 115 STREET,1,0,1,3000,1888,1930,755000,12/8/2016 0:00
4,Whitestone,145-16 21ST   AVENUE,1,0,1,2925,1504,1930,755000,6/2/2017 0:00
4,Flushing-South,166-13 JEWEL AVE,1,0,1,2900,1536,1925,755000,9/20/2016 0:00
4,Middle Village,68-56 76TH   STREET,2,0,2,2742,1560,1920,755000,4/24/2017 0:00
4,Rego Park,85-81 66TH AVENUE,1,0,1,2591,1620,1949,755000,8/21/2017 0:00
4,College Point,23-07 126TH   STREET,1,0,1,2574,1886,1960,755000,4/18/2017 0:00
3,Ocean Hill,1558 ST MARKS AVENUE,2,0,2,2555,2700,1899,755000,7/7/2017 0:00
4,Long Island City,51-21 34TH   STREET,2,0,2,2521,1404,1930,755000,4/19/2017 0:00
4,Ozone Park,89-10 102ND   ROAD,2,0,2,2502,2156,1930,755000,6/26/2017 0:00
4,Flushing-South,141-31 72ND   AVENUE,1,0,1,2500,1530,1940,755000,10/5/2016 0:00
4,Middle Village,78-15 67TH DRIVE,2,0,2,2500,1728,1915,755000,12/22/2016 0:00
3,Bedford Stuyvesant,384 KOSCIUSZKO ST,3,0,3,2500,2400,1899,755000,12/12/2016 0:00
4,Rego Park,62-82 AUSTIN STREET,1,0,1,2400,1456,1925,755000,10/31/2016 0:00
4,Little Neck,33-21 255TH   STREET,1,0,1,2300,1636,1975,755000,8/10/2017 0:00
3,Bergen Beach,2064 BERGEN AVENUE,3,0,3,2167,2999,1965,755000,4/5/2017 0:00
4,Forest Hills,102-52 62 DRIVE,1,0,1,2090,1845,1950,755000,8/17/2017 0:00
4,Middle Village,64-54 84TH PLACE,1,0,1,2067,1342,1935,755000,2/23/2017 0:00
4,Jackson Heights,30-05 88TH   STREET,2,0,2,2042,1550,1940,755000,6/12/2017 0:00
3,Sunset Park,162 26TH STREET,1,0,1,2020,1320,1899,755000,7/27/2017 0:00
3,Marine Park,1538 EAST 35TH STREET,1,0,1,2000,1464,1925,755000,9/26/2016 0:00
3,Flatbush-East,1505 NOSTRAND AVENUE,2,0,2,2000,1528,1899,755000,4/7/2017 0:00
3,Crown Heights,288 ALBANY AVENUE,2,0,2,2000,2880,1901,755000,12/22/2016 0:00
3,East New York,402 VAN SICLEN AVENUE,2,0,2,1900,2000,1920,755000,5/26/2017 0:00
3,Bedford Stuyvesant,1089 DEKALB AVENUE,2,0,2,1825,1920,1899,755000,5/11/2017 0:00
4,Middle Village,62-08 80TH STREET,1,0,1,1800,1224,1940,755000,9/30/2016 0:00
4,Douglaston,239-54 66TH   AVENUE,1,0,1,1800,1368,1975,755000,5/15/2017 0:00
3,Madison,1919 EAST 29TH STREET,1,0,1,1596,1890,1930,755000,4/17/2017 0:00
4,Forest Hills,69-51 MANSE STREET,1,0,1,2342,1350,1930,755750,9/28/2016 0:00
5,Clove Lakes,12 POTTER AVENUE,1,0,1,5940,1412,1955,756000,6/23/2017 0:00
2,Baychester,3154 GRACE AVENUE,2,0,2,1900,1665,2004,756822,1/9/2017 0:00
4,Elmhurst,94-48 45TH AVENUE,2,0,2,1964,1960,1920,756843,1/9/2017 0:00
3,East New York,908 DUMONT AVENUE,2,0,2,1395,2325,2007,757000,7/10/2017 0:00
5,Silver Lake,836 BARD AVENUE,1,0,1,11615,3712,1980,757500,3/8/2017 0:00
5,Great Kills-Bay Terrace,30 BARTOW STREET,2,0,2,4000,1908,1970,757500,3/22/2017 0:00
3,Brownsville,764 HOPKINSON AVENUE,3,0,3,1500,3000,1901,757500,6/27/2017 0:00
4,Little Neck,42-51 247TH   STREET,1,0,1,2760,1440,1940,758000,8/2/2017 0:00
4,Elmhurst,85-24 55TH   AVENUE,1,0,1,2500,1312,1920,758000,12/30/2016 0:00
2,Schuylerville,2855 BUHRE AVENUE,3,0,3,2320,3744,1986,758000,7/31/2017 0:00
3,Sheepshead Bay,4269 BEDFORD AVENUE,2,0,2,2000,2488,1935,758000,9/21/2016 0:00
4,Bellerose,241-09 86TH ROAD,1,0,1,2945,1595,1930,758800,10/13/2016 0:00
5,Princes Bay,66 BAYVIEW LANE,2,0,2,4900,2200,1998,759000,7/7/2017 0:00
4,Little Neck,54-31 BROWVALE LANE,1,0,1,4371,1168,1950,759000,8/11/2017 0:00
4,St. Albans,110-26 175TH   STREET,2,0,2,4000,975,1950,759000,11/8/2016 0:00
4,Rosedale,238-52 148TH DRIVE,2,0,2,4000,1360,1950,759000,10/28/2016 0:00
4,Howard Beach,160-32 92ND STREET,1,0,1,4000,2504,1960,759000,5/17/2017 0:00
2,Morris Park,1006 RHINELANDER AVENUE,4,0,4,2250,3520,1926,759000,6/5/2017 0:00
3,Sheepshead Bay,2364 EAST 17TH STREET,2,0,2,2200,1827,1940,759000,11/8/2016 0:00
4,Flushing-North,170-11 33RD AVENUE,1,0,1,2120,1568,1930,759000,9/14/2016 0:00
4,Middle Village,63-28 77TH   STREET,1,0,1,1800,1188,1950,759000,2/16/2017 0:00
4,Middle Village,60-20 76TH   STREET,1,0,1,1800,1890,1955,759000,12/21/2016 0:00
5,Richmondtown,256 LIGHTHOUSE AVENUE,1,0,1,16000,1488,1980,760000,10/28/2016 0:00
5,Dongan Hills,35 BURGHER AVENUE,3,0,3,9150,2223,1925,760000,9/2/2016 0:00
3,Cypress Hills,31 RICHMOND STREET,2,0,2,7500,1880,1920,760000,5/5/2017 0:00
5,Great Kills,74 WOODLAND AVENUE,1,0,1,6210,1152,1920,760000,1/5/2017 0:00
5,Port Richmond,90 VREELAND STREET,2,0,2,6000,4368,1920,760000,6/8/2017 0:00
4,Glen Oaks,69-45 266TH   STREET,1,0,1,5925,1308,1955,760000,3/7/2017 0:00
5,West New Brighton,941 FOREST AVENUE,2,1,3,5700,2542,1931,760000,2/16/2017 0:00
4,Queens Village,218-40 SAWYER AVENUE,1,0,1,5500,2316,1950,760000,3/9/2017 0:00
2,Soundview,1860 GLEASON AVENUE,2,0,2,5325,2250,1935,760000,12/16/2016 0:00
4,Neponsit,317 BEACH 147TH STREET,1,0,1,5000,1120,1950,760000,12/12/2016 0:00
5,Princes Bay,185 WOODVALE AVENUE,2,0,2,4750,2070,1997,760000,10/11/2016 0:00
4,Jamaica Hills,160-23 84TH   DRIVE,1,0,1,4720,1440,1930,760000,11/14/2016 0:00
4,Jamaica,91-22 175TH   STREET,3,0,3,4685,3600,2010,760000,8/3/2017 0:00
5,Willowbrook,24 ISMAY STREET,2,0,2,4600,1988,1965,760000,4/21/2017 0:00
5,Castleton Corners,161 RAVENHURST AVENUE,1,0,1,4510,1925,1960,760000,4/26/2017 0:00
4,Flushing-North,33-17 146TH STREET,1,0,1,4500,1592,1925,760000,10/7/2016 0:00
5,Great Kills,3549 RICHMOND AVENUE,1,0,1,4496,1920,2005,760000,10/13/2016 0:00
4,Kew Gardens,84-40 117 STREET,1,0,1,4400,1623,1920,760000,8/16/2017 0:00
4,Ozone Park,81-03 102ND AVENUE,2,0,2,4245,1680,1920,760000,4/10/2017 0:00
3,Midwood,104 KENILWORTH PLACE,0,0,0,4000,0,0,760000,5/26/2017 0:00
4,Rosedale,144-26 228TH STREET,1,0,1,4000,1000,1960,760000,4/21/2017 0:00
4,Flushing-South,67-05 172ND   STREET,1,0,1,4000,1092,1950,760000,10/24/2016 0:00
4,Fresh Meadows,69-61 185TH   STREET,1,0,1,4000,1296,1940,760000,12/2/2016 0:00
4,Floral Park,85-55 257TH STREET,1,0,1,4000,1536,1945,760000,2/6/2017 0:00
4,Oakland Gardens,79-14 212TH   STREET,1,0,1,4000,1616,1940,760000,1/25/2017 0:00
5,Great Kills,104 RUSSELL STREET,1,0,1,4000,1840,1945,760000,6/2/2017 0:00
4,Flushing-North,43-72 168TH STREET,1,0,1,4000,1848,1925,760000,1/12/2017 0:00
5,Willowbrook,41 JASPER STREET,2,0,2,4000,1975,1970,760000,1/9/2017 0:00
5,New Dorp-Heights,74 EBONY STREET,2,0,2,4000,2284,1975,760000,10/25/2016 0:00
4,Springfield Gardens,140-16 182 STREET,2,0,2,4000,2358,1925,760000,9/29/2016 0:00
4,Springfield Gardens,176-18 145 DRIVE,2,0,2,4000,2400,2011,760000,1/13/2017 0:00
4,Flushing-South,69-29 167 STREET,1,0,1,3990,1095,1960,760000,4/24/2017 0:00
5,Clove Lakes,17 PUTTERS COURT,1,0,1,3918,1700,1992,760000,9/15/2016 0:00
4,Jamaica,130-09 140TH   STREET,4,0,4,3867,2080,1940,760000,1/31/2017 0:00
3,Seagate,4406 BEACH 44TH STREET,2,0,2,3816,2103,1930,760000,2/27/2017 0:00
4,Flushing-South,73-20 172 STREET,1,0,1,3800,1174,1965,760000,9/13/2016 0:00
4,Howard Beach,164-19 87TH STREET,1,0,1,3700,2140,1950,760000,11/17/2016 0:00
4,Richmond Hill,95-13 116TH   STREET,2,0,2,3683,2703,1910,760000,1/30/2017 0:00
4,College Point,11-05 128TH STREET,1,0,1,3555,1008,1955,760000,8/1/2017 0:00
4,Bayside,29-12 BELL BOULEVARD,1,0,1,3555,2216,1910,760000,2/28/2017 0:00
4,Holliswood,188-15 87TH DRIVE,1,0,1,3520,1625,1930,760000,10/7/2016 0:00
3,Flatbush-Central,49 VERONICA PLACE,2,0,2,3499,1976,1910,760000,3/20/2017 0:00
4,Rosedale,145-46 223RD   STREET,1,0,1,3325,853,1935,760000,5/25/2017 0:00
4,Flushing-North,46-16 190TH STREET,1,0,1,3100,1376,1930,760000,6/6/2017 0:00
4,Woodhaven,91-11 97 STREET,2,0,2,3000,1839,1920,760000,8/8/2017 0:00
3,Marine Park,3837 AVENUE M,2,0,2,2900,3384,1930,760000,11/11/2016 0:00
4,Glendale,78-10 84TH   STREET,2,0,2,2700,2456,1920,760000,12/21/2016 0:00
3,East New York,365 MILFORD STREET,4,0,4,2667,3198,1930,760000,12/22/2016 0:00
4,Forest Hills,69-36 MANSE STREET,1,0,1,2633,1568,1930,760000,6/16/2017 0:00
3,Flatbush-East,793 EAST 48TH   STREET,3,0,3,2633,3124,1950,760000,3/9/2017 0:00
4,Flushing-North,53-45 194TH   STREET,1,0,1,2600,1633,1940,760000,11/30/2016 0:00
4,Maspeth,59-18 57TH   STREET,4,0,4,2600,2750,1915,760000,4/27/2017 0:00
5,South Beach,934 HYLAN BOULEVARD,0,1,1,2560,937,1960,760000,4/5/2017 0:00
4,Woodhaven,89-21 78TH   STREET,2,0,2,2523,1848,1920,760000,9/30/2016 0:00
4,Flushing-South,158-17 76TH   AVENUE,2,0,2,2500,1568,1930,760000,12/16/2016 0:00
3,Bergen Beach,2246 EAST 70TH   STREET,2,0,2,2500,1836,1965,760000,7/11/2017 0:00
3,Mill Basin,2717 EAST 63RD   STREET,2,0,2,2500,2120,1965,760000,12/7/2016 0:00
4,College Point,120-09 12TH   AVENUE,2,0,2,2500,2423,1930,760000,1/9/2017 0:00
4,Corona,35-17 103RD   STREET,2,0,2,2500,3120,1920,760000,10/28/2016 0:00
3,Flatbush-North,1164 LENOX ROAD,4,0,4,2500,3900,1930,760000,5/10/2017 0:00
4,South Ozone Park,109-28 112TH STREET,2,0,2,2456,2270,1935,760000,11/30/2016 0:00
4,Flushing-South,77-47 166TH   STREET,2,0,2,2375,1880,1950,760000,9/1/2016 0:00
3,Flatbush-North,435 LINDEN BOULEVARD,2,0,2,2350,2898,1925,760000,6/30/2017 0:00
4,Maspeth,62-46 60TH AVENUE,2,0,2,2300,1568,1920,760000,8/23/2017 0:00
4,East Elmhurst,98-02 31 AVE,2,0,2,2280,1600,1925,760000,7/18/2017 0:00
3,Marine Park,1937 EAST 32ND STREET,2,0,2,2200,1694,1940,760000,5/15/2017 0:00
4,Middle Village,78-21 69TH AVE,2,0,2,2200,1770,1930,760000,6/16/2017 0:00
3,Sheepshead Bay,2272 EAST 18TH   STREET,1,0,1,2200,1771,1945,760000,5/16/2017 0:00
4,Floral Park,83-57 264TH   STREET,2,0,2,2200,2704,1970,760000,1/9/2017 0:00
3,Ocean Hill,1576 EASTERN PARKWAY,3,0,3,2160,3300,1920,760000,6/16/2017 0:00
4,Elmhurst,51-73 GORSLINE STREET,1,0,1,2142,918,1940,760000,3/30/2017 0:00
4,Kew Gardens,84-44 123RD STREET,2,0,2,2100,1512,1920,760000,6/21/2017 0:00
4,Maspeth,54-20 69TH   STREET,2,0,2,2100,1840,1915,760000,5/23/2017 0:00
4,Ozone Park,81-63 102ND ROAD,3,0,3,2100,3265,1987,760000,10/5/2016 0:00
4,Bayside,45-14 215 PLACE,1,0,1,2017,1448,1930,760000,7/20/2017 0:00
4,Flushing-North,45-39 159TH   STREET,1,0,1,2000,1260,1935,760000,12/1/2016 0:00
3,Flatbush-East,1155 EAST 32ND   STREET,1,0,1,2000,1352,1925,760000,7/19/2017 0:00
4,Elmhurst,52-74 84TH   STREET,1,0,1,2000,1520,1930,760000,7/28/2017 0:00
3,Marine Park,1661 EAST 31ST   STREET,1,0,1,2000,1664,1935,760000,4/4/2017 0:00
3,Gravesend,1564 WEST 3RD   STREET,1,0,1,2000,2000,1920,760000,9/27/2016 0:00
4,Woodhaven,86-35 80TH   STREET,2,0,2,2000,2160,1910,760000,10/13/2016 0:00
3,Canarsie,37 PAERDEGAT 6 ST,3,0,3,2000,2410,1965,760000,8/21/2017 0:00
4,Jackson Heights,30-24 84TH STREET,1,0,1,2000,2512,1935,760000,6/15/2017 0:00
4,Sunnyside,47-28 41ST STREET,3,0,3,2000,2800,1950,760000,11/29/2016 0:00
4,Ozone Park,80-12 95TH   AVENUE,3,0,3,2000,2820,1910,760000,6/14/2017 0:00
4,Glendale,88-05 82ND   AVENUE,2,1,3,2000,3200,1925,760000,8/14/2017 0:00
3,Flatbush-North,1024 WINTHROP STREET,3,1,4,2000,3280,1930,760000,4/10/2017 0:00
4,Middle Village,64-25 83RD   STREET,1,0,1,1942,1524,1930,760000,7/12/2017 0:00
3,East New York,404 VAN SICLEN AVE,2,0,2,1900,2000,1920,760000,6/30/2017 0:00
4,Elmhurst,52-96 79TH   STREET,1,0,1,1842,1152,1945,760000,7/20/2017 0:00
4,Flushing-South,141-30 68TH   DRIVE,1,0,1,1800,1296,1950,760000,5/16/2017 0:00
3,Gravesend,1968 WEST 5TH STREET,1,0,1,1800,1656,1901,760000,9/21/2016 0:00
4,Flushing-South,153-38 76TH ROAD,1,0,1,1800,1782,1950,760000,11/16/2016 0:00
3,Madison,1870 BROWN STREET,1,0,1,1800,1890,1930,760000,6/20/2017 0:00
3,Williamsburg-South,425 SOUTH 5TH   STREET,3,0,3,1739,2520,1920,760000,11/29/2016 0:00
3,Midwood,1544 EAST 16TH   STREET,2,0,2,1725,1672,1935,760000,8/2/2017 0:00
4,Elmhurst,52-48 71ST   STREET,1,0,1,1710,1980,1955,760000,6/14/2017 0:00
3,Midwood,1373 EAST 17TH STREET,1,0,1,1700,1548,1930,760000,10/6/2016 0:00
3,Gravesend,47 LAKE STREET,2,0,2,1500,2856,1910,760000,3/21/2017 0:00
4,Beechhurst,12-02 157TH STREET,1,0,1,1472,1024,1950,760000,5/1/2017 0:00
4,Flushing-South,69-09 175TH STREET,1,0,1,1440,1260,1950,760000,3/30/2017 0:00
4,Kew Gardens,85-08 125TH   STREET,2,0,2,1389,1425,2005,760000,7/13/2017 0:00
3,Gravesend,6 CORSO CT,2,0,2,1225,2040,1925,760000,2/21/2017 0:00
3,Brownsville,113 BELMONT AVENUE,2,1,3,1200,3000,1930,760000,3/27/2017 0:00
4,Middle Village,63-39 DRY HARBOR ROAD,1,0,1,2000,1224,1930,760188,10/5/2016 0:00
4,Flushing-North,150-50 34TH AVE,1,0,1,3904,1621,1935,761141,8/4/2017 0:00
2,Pelham Gardens,2417 LODOVICK AVE,2,0,2,2500,3084,2010,761146,9/29/2016 0:00
4,Arverne,174 SEA GRASS LANE,2,0,2,3210,2515,2014,761500,8/16/2017 0:00
2,Parkchester,1434 WHITE PLAINS ROAD,2,0,2,2236,2680,1925,761500,8/17/2017 0:00
5,Rossville,39 AARON LANE,2,0,2,4715,2286,2015,761549,9/28/2016 0:00
3,Flatbush-Central,790 RUGBY ROAD,1,0,1,4500,1560,1910,761893,8/4/2017 0:00
5,Annadale,47 RAVENNA STREET,2,0,2,7000,2516,1980,762000,8/21/2017 0:00
4,Howard Beach,151-27 80 STREET,2,0,2,3960,2496,1960,762000,8/18/2017 0:00
4,Rosedale,146-48 222 ST,2,0,2,3800,2752,1960,762000,7/28/2017 0:00
3,Flatbush-East,279 EAST 54TH   STREET,4,0,4,3000,3360,1920,762000,12/30/2016 0:00
4,Whitestone,146-47 24 AVENUE,1,0,1,2365,1395,1920,762000,11/29/2016 0:00
4,Flushing-South,69-16 173RD   STREET,1,0,1,1900,1560,1950,762200,6/16/2017 0:00
2,Throgs Neck,3197 HATTING PLACE,2,0,2,3956,3181,1975,762500,7/17/2017 0:00
5,Tottenville,316 MAIN STREET,2,0,2,5700,2798,1984,763000,2/24/2017 0:00
4,Ozone Park,97-17 DREW STREET,2,0,2,2829,2082,1940,763000,8/25/2017 0:00
5,Huguenot,176 ARBUTUS AVENUE,1,0,1,7308,5417,2015,763687,6/27/2017 0:00
5,Tottenville,205 FINLAY STREET,2,0,2,5102,4079,2006,763687,10/14/2016 0:00
4,Laurelton,134-18 221ST STREET,2,0,2,4500,2548,2016,763687,10/21/2016 0:00
5,Richmondtown,384 THOMAS STREET,1,0,1,6400,2860,1965,763750,12/5/2016 0:00
4,Flushing-North,27-01 172ND   STREET,1,0,1,3500,1311,1945,763760,11/22/2016 0:00
4,Howard Beach,155-34 78TH STREET,2,0,2,2903,2184,2004,764000,10/11/2016 0:00
3,East New York,908 ELTON STREET,2,0,2,2650,2640,1930,764000,4/7/2017 0:00
3,Brownsville,153 NEWPORT STREET,4,0,4,2500,3198,1930,764000,11/30/2016 0:00
2,Mount Hope,1760 TOPPING AVENUE,3,0,3,2240,4494,1899,764500,3/6/2017 0:00
4,Hollis,88-90 195TH STREET,1,0,1,7500,1980,1930,765000,1/3/2017 0:00
5,Woodrow,995 SHELDON AVENUE,1,0,1,6837,2377,1980,765000,4/28/2017 0:00
5,Willowbrook,5 BOONE STREET,2,0,2,5758,1828,1965,765000,1/11/2017 0:00
4,Hillcrest,82-72 168TH STREET,1,0,1,5080,1422,1935,765000,1/5/2017 0:00
4,Ozone Park,99-09 98TH STREET,2,0,2,5000,3650,1915,765000,5/16/2017 0:00
5,Clove Lakes,18 POTTER AVENUE,1,0,1,4950,1212,1955,765000,5/22/2017 0:00
4,Far Rockaway,5-20 HICKSVILLE ROAD,1,0,1,4872,1776,1965,765000,11/10/2016 0:00
5,Great Kills,214 THORNYCROFT AVENUE,1,0,1,4750,2147,1955,765000,6/6/2017 0:00
5,New Springville,95 SHILOH STREET,2,0,2,4704,2277,1970,765000,1/27/2017 0:00
4,Bayside,207-07 43RD   AVENUE,1,0,1,4550,1042,1940,765000,9/27/2016 0:00
5,New Springville,42 TURF COURT,2,0,2,4394,2832,1975,765000,11/2/2016 0:00
4,Flushing-North,154-43 24TH   ROAD,1,0,1,4025,1050,1950,765000,4/7/2017 0:00
4,Rosedale,238-44 148TH DRIVE,2,0,2,4000,1060,1950,765000,12/7/2016 0:00
4,Whitestone,149-16 5TH AVENUE,1,0,1,4000,1197,1955,765000,10/25/2016 0:00
4,College Point,9-38 120TH STREET,1,0,1,4000,1624,1950,765000,11/4/2016 0:00
3,Mill Basin,2720 ARKANSAS DRIVE,1,0,1,4000,2651,1965,765000,5/12/2017 0:00
4,Rosedale,147-47 231ST STREET,2,0,2,3724,2200,1990,765000,8/21/2017 0:00
4,Elmhurst,52-21 70TH   STREET,1,0,1,2900,1273,1910,765000,12/22/2016 0:00
2,Woodlawn,83 EAST 233RD STRET,1,0,1,2675,2675,1920,765000,4/17/2017 0:00
3,Madison,1964 EAST 19TH   STREET,1,0,1,2650,1432,1905,765000,2/16/2017 0:00
2,Riverdale,6035 HUXLEY AVENUE,1,0,1,2625,1266,2004,765000,8/8/2017 0:00
5,Grymes Hill,42 DUNCAN ROAD,2,0,2,2600,1622,1920,765000,5/8/2017 0:00
4,Flushing-North,59-12 162ND   STREET,1,0,1,2500,1160,1930,765000,9/29/2016 0:00
4,Ridgewood,1717 DECATUR STREET,1,0,1,2500,1200,1930,765000,2/28/2017 0:00
