borough,neighborhood,address,residential_unit,commercial_unit,total_unit,land_sq_ft,gross_sq_ft,year_built,price,sale_date
5,Stapleton,52 JACKSON STREET,3,0,3,2050,2080,1920,481650,5/16/2017 0:00
5,Manor Heights,86 LIVINGSTON AVENUE,1,0,1,2000,1200,2016,481650,2/7/2017 0:00
3,Williamsburg-Central,245 MARCY AVENUE,3,0,3,1700,3280,1901,481650,11/21/2016 0:00
5,South Beach,2 WINDOM AVENUE,1,0,1,7480,672,1960,482000,2/22/2017 0:00
5,Mariners Harbor,93 MERSEREAU AVENUE,2,0,2,3263,1484,1905,0,12/19/2016 0:00
4,Flushing-North,43-38 158TH STREET,3,0,3,3263,2112,1960,0,2/27/2017 0:00
4,Queens Village,110-17 MONTEREY STREET,1,0,1,5144,1154,1925,482000,11/18/2016 0:00
5,Rossville,54 HEMLOCK STREET,2,0,2,3263,2200,1999,0,6/19/2017 0:00
5,Rossville,56 HEMLOCK STREET,2,0,2,3263,2200,1999,0,3/7/2017 0:00
4,Richmond Hill,101-17 LEFFERTS BOULEVARD,3,0,3,3263,2214,1901,0,11/29/2016 0:00
4,Laurelton,219-29 131 AVENUE,1,0,1,4680,1031,1945,482000,6/21/2017 0:00
4,Laurelton,138-21 231ST   STREET,1,0,1,3142,1392,1930,482000,12/19/2016 0:00
5,Great Kills,23 EAST STROUD AVENUE,1,0,1,3000,1080,1970,482000,4/12/2017 0:00
3,Cypress Hills,214 ELDERT LANE,2,0,2,3260,2480,1925,0,4/18/2017 0:00
5,Arden Heights,40 CHESTNUT CIRCLE,1,0,1,2974,1740,1974,482000,7/20/2017 0:00
4,Laurelton,134-42 226TH   STREET,1,0,1,3258,1128,1930,0,3/13/2017 0:00
4,Jamaica,138-39 101ST   AVENUE,2,0,2,2530,1136,1925,482000,7/27/2017 0:00
4,Ozone Park,105-47 88 STREET,1,0,1,2400,1560,1925,482000,1/27/2017 0:00
4,Rosedale,138-64 FRANCIS LEWIS BOULEV,0,1,1,3257,1120,1931,0,5/4/2017 0:00
2,Soundview,213 WHITE PLAINS ROAD,2,0,2,2058,2420,2002,482500,4/27/2017 0:00
5,Castleton Corners,206 CONSTANT AVENUE,1,0,1,2017,1248,1991,482500,4/21/2017 0:00
2,Throgs Neck,2832 COLLIS PLACE,1,0,1,1746,1728,1950,482500,5/1/2017 0:00
5,New Springville,1193 ROCKLAND AVENUE,1,0,1,3255,1300,1970,0,9/6/2016 0:00
3,Borough Park,1521 57TH   STREET,2,0,2,3255,1310,1925,0,6/19/2017 0:00
4,Bayside,15-47 208TH   STREET,2,0,2,3255,2332,1975,0,11/10/2016 0:00
2,Bronxdale,3022 HONE AVENUE,2,0,2,1820,2040,1950,482948,11/3/2016 0:00
3,Ocean Parkway-North,1456 EAST 8TH   STREET,3,0,3,3254,2730,1930,0,10/26/2016 0:00
5,Willowbrook,44 BRADLEY AVENUE,2,0,2,4100,1680,1970,483000,12/13/2016 0:00
4,Queens Village,219-07 114TH AVENUE,2,0,2,3000,1298,1925,483000,9/30/2016 0:00
3,Flatlands,4015 FLATLANDS AVENUE,1,0,1,3000,1616,1920,483000,1/20/2017 0:00
2,Baychester,3211 MICKLE AVENUE,1,0,1,2850,1056,1940,483000,4/25/2017 0:00
2,Highbridge/Morris Heights,147 MORTON PLACE,2,0,2,2750,2094,1997,483000,6/14/2017 0:00
5,Bulls Head,134 ROMAN AVENUE,1,0,1,2538,1304,1965,483000,4/12/2017 0:00
2,Schuylerville/Pelham Bay,1311 CROSBY AVENUE,1,0,1,3252,1863,1950,0,6/20/2017 0:00
4,St. Albans,190-19 118TH AVENUE,1,0,1,2500,1248,1925,483000,9/22/2016 0:00
2,Morris Park/Van Nest,1939 TOMLINSON AVENUE,1,0,1,2500,1821,1965,483000,9/28/2016 0:00
5,Bulls Head,90 GOLLER PLACE,2,0,2,2450,1408,1980,483000,7/26/2017 0:00
4,So. Jamaica-Baisley Park,117-17 146 STREET,1,0,1,2400,1432,1930,483000,7/31/2017 0:00
3,Canarsie,8055 STILLWELL PLACE,1,0,1,3250,860,1935,1,1/18/2017 0:00
4,Queens Village,92-04 218TH   PLACE,1,0,1,2300,1568,1920,483000,3/2/2017 0:00
4,So. Jamaica-Baisley Park,150-70 116TH AVENUE,1,0,1,2300,1568,1920,483000,4/7/2017 0:00
5,Grasmere,581 BRITTON AVENUE,1,0,1,2267,1344,1960,483000,2/15/2017 0:00
5,Travis,25 BERESFORD AVENUE,1,0,1,2240,1350,2003,483000,3/2/2017 0:00
5,Castleton Corners,209 EGBERT AVENUE,1,0,1,2134,2040,1996,483000,1/19/2017 0:00
3,East New York,1062 LIBERTY AVENUE,1,1,2,2000,2000,1920,483000,11/10/2016 0:00
3,Sheepshead Bay,2334 KNAPP STREET,1,0,1,1800,1036,1925,483000,12/20/2016 0:00
4,Bayside,4738 215TH STREET,3,0,3,2084,2680,1950,483333,10/5/2016 0:00
4,Springfield Gardens,138-12 175TH   STREET,1,0,1,4194,1752,1935,483600,4/19/2017 0:00
5,West New Brighton,1053 FOREST AVENUE,1,0,1,3250,1640,1932,0,5/18/2017 0:00
5,Annadale,39 SEGUINE PLACE,2,0,2,3250,1804,1986,0,6/16/2017 0:00
3,Flatbush-Central,90 WESTMINSTER ROAD,2,0,2,3250,1813,1960,0,5/23/2017 0:00
4,St. Albans,191-45 114TH DRIVE,1,0,1,2900,1072,1925,483600,12/16/2016 0:00
3,Clinton Hill,205 WASHINGTON AVENUE,2,0,2,3250,1951,1901,0,12/1/2016 0:00
5,Richmondtown,143 WOLVERINE STREET,1,0,1,3250,1997,1960,0,4/26/2017 0:00
2,Mott Haven/Port Morris,419 EAST 135 STREET,2,1,3,2500,2310,1901,483668,8/3/2017 0:00
4,Glendale,71-65 70TH STREET,2,0,2,2005,2150,1915,483678,12/29/2016 0:00
5,Great Kills,123 RAMBLEWOOD AVENUE,1,0,1,3800,1176,1920,484000,12/12/2016 0:00
3,Marine Park,1958 EAST 37TH STREET,1,0,1,1800,1008,1925,484000,10/20/2016 0:00
4,Hammels,175 BEACH 97 STREET,2,0,2,3250,2346,2000,0,11/30/2016 0:00
5,Midland Beach,795 FR CAPODANNO BLVD,1,0,1,1230,1400,2003,484000,10/25/2016 0:00
3,Ocean Parkway-North,1308 OCEAN PARKWAY,2,0,2,3250,2720,1930,0,8/10/2017 0:00
3,Flatbush-North,144 EAST 93 STREET,4,0,4,2650,3520,1930,484275,4/6/2017 0:00
5,West New Brighton,408 HOYT AVENUE,1,0,1,3150,1434,1915,484500,4/18/2017 0:00
3,Canarsie,1129 EAST 82ND   STREET,1,0,1,1600,1120,1960,484500,7/26/2017 0:00
4,Elmhurst,87-10 51ST AVENUE,152,0,152,52434,141954,1962,485000,2/24/2017 0:00
3,Flatbush-North,375 EAST 95TH STREET,4,0,4,3250,3198,1930,0,2/7/2017 0:00
3,Bedford Stuyvesant,426 WILLOUGHBY AVENUE,0,2,2,3250,3250,1930,0,4/6/2017 0:00
2,Throgs Neck,245 LONGSTREET AVENUE,3,0,3,3250,3400,1990,0,4/18/2017 0:00
5,Pleasant Plains,6713 AMBOY ROAD,1,0,1,19040,1964,1899,485000,11/2/2016 0:00
3,Flatbush-North,61 EAST 95,4,0,4,3250,3502,1930,0,11/23/2016 0:00
5,Mariners Harbor,198 VAN NAME AVENUE,2,0,2,12400,795,1950,485000,3/22/2017 0:00
4,Corona,33-21 100TH   STREET,3,0,3,3250,4050,2004,0,8/10/2017 0:00
4,Corona,33-19 100TH STREET,3,0,3,3250,4050,2004,0,8/10/2017 0:00
5,Princes Bay,5788 AMBOY ROAD,1,0,1,8848,2008,1910,485000,10/5/2016 0:00
5,Oakwood,129 CHAMPLAIN AVENUE,1,0,1,5100,1013,1955,485000,9/12/2016 0:00
5,Richmondtown,61 NUGENT STREET,1,0,1,5000,1188,1935,485000,11/28/2016 0:00
1,Upper West Side (96-116),207 WEST 102 STREET,22,0,22,3250,11900,1925,0,7/31/2017 0:00
4,Richmond Hill,95-32 115TH   STREET,2,0,2,3249,2224,1920,0,3/21/2017 0:00
4,Richmond Hill,105-22 101ST RD,1,0,1,3248,902,1945,0,3/3/2017 0:00
2,Pelham Parkway North,2506 FENTON AVE,1,0,1,5000,1304,1950,485000,4/21/2017 0:00
5,Great Kills,200 SPRATT AVENUE,1,0,1,4950,1232,1965,485000,6/13/2017 0:00
5,Travis,2 LEROY STREET,2,0,2,4914,1436,1930,485000,7/18/2017 0:00
2,Soundview,637 BOLTON AVENUE,0,0,0,3246,0,0,0,1/18/2017 0:00
2,Soundview,637 BOLTON AVENUE,0,0,0,3246,0,0,0,1/18/2017 0:00
2,Baychester,3407 GRACE AVENUE,2,0,2,3246,2875,1960,0,8/10/2017 0:00
5,Castleton Corners,54 GANSEVOORT BOULEVARD,1,0,1,4800,1560,1935,485000,3/29/2017 0:00
2,Throgs Neck,277 LONGSTREET AVENUE,1,0,1,3245,1944,1960,10000,11/15/2016 0:00
2,Baychester,4060 DEREIMER,1,0,1,4750,1400,1920,485000,12/15/2016 0:00
5,Concord,25 RIDGEFIELD AVENUE,1,0,1,4730,1120,1923,485000,7/18/2017 0:00
4,Springfield Gardens,146-27 183RD   STREET,1,0,1,4730,1160,1935,485000,2/24/2017 0:00
4,Ozone Park,88-13 133RD   AVENUE,6,0,6,3243,3960,1977,0,5/25/2017 0:00
4,South Jamaica,164-33 108 DR,2,0,2,4368,1880,1925,485000,4/28/2017 0:00
4,Howard Beach,80-04 149TH   AVENUE,2,0,2,4305,3120,1960,485000,4/18/2017 0:00
4,Queens Village,94-38 213TH STREET,1,0,1,4300,1662,1930,485000,2/14/2017 0:00
5,West New Brighton,186 MYRTLE AVENUE,2,0,2,4181,1880,1920,485000,1/4/2017 0:00
5,Dongan Hills,259 BURGHER AVENUE,2,0,2,3242,1584,1950,0,6/21/2017 0:00
5,Great Kills,625 LEVERETT AVENUE,2,0,2,4002,1800,1970,485000,1/30/2017 0:00
4,Flushing-South,61-22 136 STREET,1,0,1,3242,1900,1950,0,2/19/2017 0:00
4,Forest Hills,101-02 ASCAN AVENUE,1,0,1,3242,2000,1935,0,2/7/2017 0:00
4,Rosedale,13807 241 STREET,1,0,1,4000,900,1950,485000,5/31/2017 0:00
3,Flatbush-East,1092 EAST 43 STREET,1,0,1,4000,1040,1910,485000,1/26/2017 0:00
4,Sunnyside,39-33 45TH   STREET,3,0,3,3242,2140,1940,0,5/17/2017 0:00
4,Sunnyside,39-33 45TH   STREET,3,0,3,3242,2140,1940,0,5/17/2017 0:00
5,South Beach,44 HICKORY AVENUE,1,0,1,4000,1144,1960,485000,1/18/2017 0:00
4,Hollis,183-32 ELMIRA AVENUE,1,0,1,4000,1260,1945,485000,12/28/2016 0:00
4,Floral Park,80-64 259 STREET,1,0,1,4000,1362,1945,485000,2/23/2017 0:00
5,Castleton Corners,80 MARGARETTA COURT,1,0,1,4000,1450,1950,485000,5/25/2017 0:00
4,Hollis,100-23 200TH STREET,1,0,1,4000,1474,1925,485000,10/4/2016 0:00
5,Castleton Corners,176 DRAKE AVENUE,1,0,1,3240,1000,1930,0,9/19/2016 0:00
4,Howard Beach,155-43 100TH ST,2,0,2,4000,1638,1930,485000,6/28/2017 0:00
5,Great Kills,59 DUNBAR STREET,1,0,1,3240,1248,1965,0,10/6/2016 0:00
4,Springfield Gardens,193-33 WILLIAMSON AVENUE,1,0,1,4000,1687,1960,485000,8/15/2017 0:00
4,Howard Beach,153-20 80TH   STREET,2,0,2,3960,2496,1960,485000,2/15/2017 0:00
2,Westchester,1348 HERSCHELL STREET,3,0,3,3851,2529,1920,485000,5/12/2017 0:00
5,Tottenville,129 YETMAN AVENUE,2,0,2,3848,1368,1905,485000,6/29/2017 0:00
4,Laurelton,217-19 131ST AVENUE,2,0,2,3700,1676,1930,485000,2/27/2017 0:00
4,Queens Village,91-01 215 PLACE,1,0,1,3500,1120,1920,485000,12/20/2016 0:00
2,Bronxdale,2746 TENBROECK AVENUE,2,0,2,3425,1375,1950,485000,7/18/2017 0:00
5,Dongan Hills-Colony,1381 RICHMOND ROAD,2,0,2,3400,1968,1901,485000,2/7/2017 0:00
4,Rosedale,145-88 225TH   STREET,1,0,1,3400,2100,1965,485000,2/21/2017 0:00
5,Bulls Head,72 SPARTAN AVENUE,2,0,2,3240,2456,1973,0,9/26/2016 0:00
5,Bulls Head,22 ROSECLIFF ROAD,2,0,2,3240,2456,1975,0,9/24/2016 0:00
5,Westerleigh,149 WARDWELL AVENUE,2,0,2,3240,2472,1905,0,1/30/2017 0:00
5,Castleton Corners,231 WINDSOR ROAD,1,0,1,3300,1560,1915,485000,5/12/2017 0:00
4,Ozone Park,88-19 133RD   AVENUE,6,0,6,3240,3960,1977,0,5/25/2017 0:00
4,Ozone Park,87-32 PITKIN AVENUE,6,0,6,3240,3960,1977,0,5/25/2017 0:00
2,Bedford Park/Norwood,3700 JEROME,0,3,3,3240,4000,1925,0,9/30/2016 0:00
4,Laurelton,220-10 134TH   ROAD,1,0,1,3125,1302,1940,485000,7/21/2017 0:00
4,Flushing-North,47-10 198TH   STREET,2,0,2,3238,1930,2004,0,11/17/2016 0:00
5,Great Kills,323 TANGLEWOOD DRIVE,1,0,1,3100,1860,1980,485000,11/30/2016 0:00
4,Arverne,430 BEACH 72 STREET,2,0,2,3000,2000,2004,485000,5/31/2017 0:00
4,Queens Village,209-35 112TH   AVENUE,1,0,1,2970,1364,1925,485000,9/30/2016 0:00
4,Rockaway Park,2-02 BEACH 102ND STREET,3,0,3,2946,2750,1988,485000,10/19/2016 0:00
4,So. Jamaica-Baisley Park,130-18 148TH STREET,1,0,1,2900,1044,1925,485000,3/30/2017 0:00
2,Schuylerville/Pelham Bay,1318 MAYFLOWER AVENUE,1,0,1,2900,1548,1910,485000,6/27/2017 0:00
2,Morrisania/Longwood,642A EAGLE AVENUE,2,0,2,2875,2925,2004,485000,4/19/2017 0:00
4,Springfield Gardens,172-36 127TH   AVENUE,1,0,1,3234,1113,1920,0,3/30/2017 0:00
5,Great Kills,42 CHESS LOOP,1,0,1,2800,1410,2002,485000,6/8/2017 0:00
4,Queens Village,91-32 VANDERVEER STREET,2,0,2,2775,1504,1920,485000,7/11/2017 0:00
3,Flatlands,1150 EAST 53RD STREET,2,0,2,2750,1996,1945,485000,5/23/2017 0:00
5,Port Richmond,97 NICHOLAS AVENUE,2,0,2,2704,1728,1899,485000,2/28/2017 0:00
4,Forest Hills,100-05 69 AVE,2,0,2,3233,3176,1930,0,10/24/2016 0:00
3,Flatlands,1551 EAST 48TH   STREET,1,0,1,2667,1216,1920,485000,9/14/2016 0:00
2,Williamsbridge,3769 WILLETT AVENUE,3,0,3,3232,4176,1920,0,5/25/2017 0:00
5,Arden Heights,179 FOREST GREEN,1,0,1,2635,1740,1970,485000,8/11/2017 0:00
2,Schuylerville/Pelham Bay,2928 ZULETTE AVENUE,2,0,2,3231,1760,1925,0,1/12/2017 0:00
2,Schuylerville/Pelham Bay,2928 ZULETTE AVENUE,2,0,2,3231,1760,1925,0,1/12/2017 0:00
2,Schuylerville/Pelham Bay,1371 BALCOM AVENUE,1,0,1,2625,1152,1955,485000,10/17/2016 0:00
4,Queens Village,90-39 212 PL,1,0,1,3230,1364,1925,0,5/1/2017 0:00
5,New Springville,126 ASHWORTH AVENUE,1,0,1,2625,1800,2004,485000,7/31/2017 0:00
4,Glen Oaks,69-33 LITTLE NECK PARKWAY,3,0,3,3230,2605,1980,0,2/3/2017 0:00
4,Hollis,94-14 209TH   STREET,1,0,1,2600,1120,1925,485000,11/30/2016 0:00
4,South Ozone Park,114-24 125TH   STREET,1,0,1,2500,879,1930,485000,12/27/2016 0:00
4,Bayside,208-41 15TH   ROAD,2,0,2,3227,3214,1975,0,3/30/2017 0:00
4,Glen Oaks,77-39 251 ST,1,0,1,2500,896,1940,485000,8/10/2017 0:00
4,Laurelton,131-79 233 STREET,1,0,1,3225,1064,1955,0,4/24/2017 0:00
3,Flatbush-East,546 EAST 48TH STREET,1,0,1,2500,1036,1915,485000,3/27/2017 0:00
5,New Dorp-Beach,137 ROMA AVENUE,1,0,1,2500,1900,1988,485000,4/17/2017 0:00
2,Morris Park/Van Nest,1623 FOWLER AVENUE,2,0,2,2500,1953,1920,485000,4/20/2017 0:00
3,Bedford Stuyvesant,101 PATCHEN AVENUE,2,0,2,2500,1980,1899,485000,8/9/2017 0:00
2,Kingsbridge/Jerome Park,2787 KINGSBRIDGE TERRACE,4,0,4,3225,2184,1920,0,2/28/2017 0:00
2,Bronxdale,991 DUNCAN STREET,2,0,2,2500,2100,1935,485000,3/22/2017 0:00
4,Bayside,57-32 225TH STREET,2,0,2,3225,2268,1965,0,11/17/2016 0:00
2,Kingsbridge/Jerome Park,3415 CORLEAR AVENUE,2,0,2,2458,2080,1920,485000,10/5/2016 0:00
5,New Dorp-Beach,155 MILTON AVENUE,1,0,1,2441,1462,2012,485000,9/8/2016 0:00
2,Kingsbridge/Jerome Park,3879 ORLOFF AVENUE,1,0,1,2415,2310,1930,485000,12/8/2016 0:00
2,Westchester,2524 MACLAY AVENUE,3,0,3,3225,3544,1910,0,6/22/2017 0:00
4,Bayside,217-17 47TH   ROAD,1,0,1,3224,1260,1955,0,3/21/2017 0:00
4,So. Jamaica-Baisley Park,11948 146 STREET,2,0,2,2400,1088,1925,485000,5/30/2017 0:00
3,Madison,2124 AVENUE R,1,0,1,3224,1818,1925,0,3/29/2017 0:00
5,Arden Heights,53 BOULDER STREET,1,0,1,2400,1260,1999,485000,4/28/2017 0:00
5,Great Kills,452 CORTELYOU AVENUE,1,0,1,2400,1476,1970,485000,8/30/2017 0:00
2,Baychester,3952 HILL AVENUE,1,0,1,2375,1479,1931,485000,9/28/2016 0:00
4,Arverne,186 SCHOONER STREET,2,0,2,3224,2944,2007,0,2/1/2017 0:00
3,Crown Heights,530 ST MARKS AVENUE,0,0,0,3223,0,0,0,6/15/2017 0:00
3,Crown Heights,530 ST MARKS AVENUE,0,0,0,3223,0,0,0,3/20/2017 0:00
2,Schuylerville/Pelham Bay,1512 MAYFLOWER AVENUE,2,0,2,2375,1836,1930,485000,12/30/2016 0:00
2,Country Club,1619 BAY VIEW AVENUE,1,0,1,2358,1944,1960,485000,9/23/2016 0:00
3,Ocean Parkway-North,1675 EAST 7 STREET,2,0,2,3223,2660,1925,0,11/23/2016 0:00
5,Eltingville,4 LORING AVENUE,1,0,1,2342,1472,1975,485000,6/2/2017 0:00
4,South Jamaica,143-20 GLASSBORO AVENUE,1,0,1,2338,1296,1920,485000,2/1/2017 0:00
5,Great Kills,277 COLON AVENUE,1,0,1,2327,1440,1978,485000,12/14/2016 0:00
4,Richmond Hill,95-05 117 STREET,2,0,2,3220,1734,1905,0,9/1/2016 0:00
4,Hollis,88-24 211TH   STREET,2,0,2,3220,1804,1940,0,10/21/2016 0:00
4,Ridgewood,60-30 78TH AVENUE,2,0,2,2310,1348,1915,485000,4/10/2017 0:00
5,South Beach,65 NORWAY AVENUE,1,0,1,2300,1200,1960,485000,7/17/2017 0:00
2,Melrose/Concourse,1264 CLAY AVE,20,0,20,3220,11345,1909,0,12/20/2016 0:00
5,Great Kills,277 ELVERTON AVENUE,1,0,1,2300,1376,1976,485000,12/8/2016 0:00
2,Melrose/Concourse,1276 CLAY AVE,12,0,12,3220,13614,1929,0,12/20/2016 0:00
5,Sunnyside,8 MOONLIGHT COURT,2,0,2,3219,1482,2001,0,8/16/2017 0:00
5,Rosebank,467 HYLAN BOULEVARD N,1,0,1,2240,2176,1995,485000,12/28/2016 0:00
3,Ocean Parkway-South,2249 EAST 7TH   STREET,2,0,2,3218,856,1930,0,2/3/2017 0:00
5,Great Kills,95 MANSION AVENUE,1,0,1,2200,1200,2004,485000,1/24/2017 0:00
4,Woodhaven,91-20 88TH ROAD,1,0,1,2141,1768,1920,485000,5/5/2017 0:00
2,Throgs Neck,541 LOGAN AVENUE,3,0,3,3217,2454,1987,0,6/23/2017 0:00
2,Throgs Neck,541 LOGAN AVENUE,3,0,3,3217,2454,1987,0,6/23/2017 0:00
3,Sheepshead Bay,2752 EAST 22ND   STREET,3,0,3,3217,2770,1965,0,6/27/2017 0:00
4,Bayside,1545 BELL BLVD,2,0,2,3217,3090,1980,0,11/25/2016 0:00
3,Flatlands,5315 AVENUE L,1,0,1,2113,1036,1920,485000,11/9/2016 0:00
4,Queens Village,89-19 215TH STREET,1,0,1,2100,1278,1935,485000,12/21/2016 0:00
4,Ozone Park,109-32 CENTREVILLE STREET,1,0,1,2056,1280,1925,485000,1/19/2017 0:00
5,Great Kills,33 THAYER PLACE,1,0,1,2052,1232,1965,485000,4/14/2017 0:00
3,Flatlands,1798 SCHENECTADY AVE,1,0,1,2033,1376,1925,485000,2/8/2017 0:00
2,Melrose/Concourse,1045 COLLEGE AVENUE,3,0,3,2033,3708,1920,485000,8/2/2017 0:00
5,Eltingville,57 BLUEBERRY LANE,1,0,1,2024,1260,1975,485000,4/10/2017 0:00
4,Flushing-North,169-32 23RD AVENUE,1,0,1,3215,1232,1950,0,2/27/2017 0:00
4,So. Jamaica-Baisley Park,128-30 148 STREET,1,0,1,2000,868,1920,485000,7/21/2017 0:00
5,Woodrow,188 DARNELL LANE,1,0,1,3215,1300,1995,0,11/23/2016 0:00
5,Woodrow,178 DARNELL LANE,2,0,2,3215,1300,1995,0,6/30/2017 0:00
3,Crown Heights,780 MONTGOMERY STREET,2,0,2,3215,3165,1920,0,7/10/2017 0:00
3,Ocean Parkway-North,1643 EAST 7TH   STREET,2,0,2,3213,2684,1925,0,9/1/2016 0:00
4,Little Neck,40-12 247TH   STREET,1,0,1,2000,1080,1925,485000,10/14/2016 0:00
4,Flushing-North,137-34 NEGUNDO AVENUE,2,0,2,3211,1356,1950,0,9/2/2016 0:00
4,East Elmhurst,31-14 103RD STREET,1,0,1,2000,1294,1920,485000,10/27/2016 0:00
4,Ozone Park,94-27 76TH STREET,1,0,1,2000,1298,1920,485000,11/14/2016 0:00
5,Midland Beach,521 MIDLAND AVENUE,1,0,1,2000,1300,2004,485000,7/25/2017 0:00
3,Clinton Hill,477 WASHINGTON AVENUE,5,0,5,3210,4000,1930,0,12/27/2016 0:00
4,South Ozone Park,11725 126 STREET,2,0,2,2000,1328,1920,485000,6/22/2017 0:00
3,Old Mill Basin,1472 EAST 55TH STREET,1,0,1,2000,1372,1925,485000,1/26/2017 0:00
3,Flatbush-East,581 EAST 51ST   STREET,1,0,1,2000,1378,1920,485000,7/7/2017 0:00
4,Jackson Heights,72-15 21ST   AVENUE,3,0,3,3209,2880,2012,0,9/20/2016 0:00
3,Brownsville,527 CHRISTOPHER AVENUE,1,0,1,3208,1148,1986,0,5/9/2017 0:00
4,Sunnyside,47-19 39TH   AVENUE,2,0,2,3208,1678,1920,0,9/9/2016 0:00
3,Flatbush-North,124 EAST 96TH   STREET,3,0,3,3207,2640,1920,0,2/23/2017 0:00
3,Sheepshead Bay,3078 AVENUE W,2,0,2,2000,1540,1955,485000,1/13/2017 0:00
4,St. Albans,110-03 FRANCIS LEWIS BLVD,4,0,4,2000,2600,1931,485000,8/25/2017 0:00
4,Glendale,6441 65TH LANE,2,0,2,3205,1910,1920,0,3/24/2017 0:00
5,Eltingville,108 MAYBERRY PROMENADE,1,0,1,1980,1260,1975,485000,10/26/2016 0:00
4,Bellerose,244-42 88TH   AVENUE,1,0,1,1920,1224,1965,485000,11/8/2016 0:00
2,East Tremont,2139 HONEYWELL AVE,2,0,2,1917,2460,1997,485000,12/21/2016 0:00
4,Richmond Hill,107-35 123RD STREET,1,0,1,1878,1152,1920,485000,9/7/2016 0:00
3,Old Mill Basin,1442 EAST 54TH   STREET,1,0,1,1800,868,1925,485000,2/6/2017 0:00
2,Morris Park/Van Nest,1819 TOMLINSON AVENUE,2,0,2,1800,1782,1940,485000,5/12/2017 0:00
2,Morris Park/Van Nest,1804 HAIGHT AVENUE,2,0,2,1800,1782,1940,485000,8/23/2017 0:00
3,Ocean Parkway-South,2259 EAST 7TH ST,1,0,1,3200,856,1930,10,11/15/2016 0:00
3,East New York,325 WYONA STREET,2,0,2,1800,2268,1901,485000,9/22/2016 0:00
4,Queens Village,215-07 JAMAICA AVE,2,1,3,1764,2640,1931,485000,7/10/2017 0:00
3,Flatbush-East,958 ALBANY AVENUE,1,0,1,1720,1500,1925,485000,11/14/2016 0:00
4,Bellerose,244-26 88TH   DRIVE,1,0,1,3200,1000,1945,0,3/13/2017 0:00
4,Bellerose,244-48 88TH   DRIVE,1,0,1,3200,1000,1940,0,8/21/2017 0:00
2,Bedford Park/Norwood,361 EAST 198,2,0,2,1682,2369,1920,485000,3/29/2017 0:00
3,Flatlands,5038 KINGS HIGHWAY,1,0,1,1600,1056,1940,485000,12/28/2016 0:00
4,Woodhaven,88-22 78 STREET,1,0,1,1573,1308,1915,485000,8/2/2017 0:00
5,New Dorp,11 BEHAN COURT,1,0,1,3200,1050,1925,0,6/20/2017 0:00
3,Marine Park,3411 AVENUE S,1,1,2,1530,1800,1929,485000,7/12/2017 0:00
2,Bedford Park/Norwood,3389 WAYNE AVENUE,2,0,2,1475,4200,1910,485000,9/30/2016 0:00
5,West New Brighton,703 HENDERSON AVENUE,1,0,1,3200,1120,1905,0,10/5/2016 0:00
2,Parkchester,1721 VICTOR STREET,2,0,2,1390,1570,1899,485000,11/18/2016 0:00
4,Queens Village,220-24 HEMPSTEAD AVENUE,2,1,3,1359,2356,1925,485000,4/28/2017 0:00
4,Hollis,89-02 205 STREET,1,0,1,3200,1152,1925,0,8/9/2017 0:00
5,Dongan Hills,35 JOHNSON PLACE,1,0,1,1303,1030,1990,485000,8/10/2017 0:00
5,Willowbrook,116 MARTIN AVENUE,1,0,1,2000,1200,2007,485369,9/19/2016 0:00
3,Marine Park,1769 EAST 35TH   STREET,1,0,1,1800,1092,1935,485500,3/10/2017 0:00
2,Country Club,1643 BAYVIEW AVENUE,1,0,1,2500,1636,1950,485706,11/23/2016 0:00
5,Midland Beach,262 HULL AVENUE,1,0,1,2368,2080,2015,485706,3/27/2017 0:00
5,Midland Beach,268 HULL AVENUE,1,0,1,2207,2080,2015,485706,3/20/2017 0:00
5,Bulls Head,145 ROMAN AVENUE,1,0,1,1510,1484,2015,485706,2/23/2017 0:00
4,Laurelton,134-29 232ND STREET,2,0,2,3200,1294,1930,100,10/17/2016 0:00
5,Bulls Head,154 ROMAN AVENUE,1,0,1,1384,1484,2015,485706,3/13/2017 0:00
4,Queens Village,227-43 114TH  AVENUE,1,0,1,4100,1188,1945,486000,9/1/2016 0:00
4,Cambria Heights,120-54 222ND   STREET,1,0,1,4000,1288,1945,486000,4/13/2017 0:00
3,Flatbush-North,111 EAST 54 STREET,2,0,2,2800,2760,1920,486000,9/21/2016 0:00
4,Rosedale,148-33 WELLER LANE,2,0,2,2430,1760,1960,486000,3/24/2017 0:00
2,Belmont,2348 PROSPECT AVENUE,3,0,3,2369,3925,1925,486000,5/18/2017 0:00
5,Midland Beach,264 HULL AVENUE,1,0,1,2207,2080,2015,486618,3/29/2017 0:00
5,Port Richmond,29 BAYONNE COURT,2,0,2,4263,2059,2015,486720,1/23/2017 0:00
5,Concord,448 NECKAR AVENUE,1,0,1,3203,1652,2015,486720,11/16/2016 0:00
3,Borough Park,1929 51ST   STREET,1,0,1,1603,1024,1920,486720,1/31/2017 0:00
5,Port Richmond,30 NICHOLAS AVENUE,2,0,2,4680,2026,2015,486940,2/17/2017 0:00
2,Morrisania/Longwood,1072 INTERVALE AVENUE,3,0,3,2158,4816,2006,487000,6/7/2017 0:00
4,Laurelton,13436 233RD   STREET,1,0,1,3200,1345,1930,0,5/18/2017 0:00
4,East Elmhurst,31-59 103 STREET,2,0,2,2075,2020,1920,487000,9/2/2016 0:00
